ID,meta:prdoduct_link,Type,SKU,Product Name,Published,Is featured?,Visibility in catalog,Short description,Product Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Net Weight,Depth,Width,Heght,Allow customer reviews?,Purchase note,Sale price,Regular Price,Categories,Tags,Shipping class,Image URL,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,meta:model,meta:input_voltage,meta:output_voltage,meta:kw_rating,meta:rated_power_in_va,meta:input_connection_type,meta:output_connection_type,meta:number_of_rack_unit,meta:cable_length,meta:number_of_cables,meta:battery_type,meta:run_time,meta:efficiency,meta:battery_voltage,meta:battery_capacity,meta:extendable_run_time,meta:included_battery_modules,meta:battery_slots_empty,meta:typical_recharge_time,meta:rbc_quantity,meta:dc_overcurrent_protection,meta:battery_life,meta:replacement_battery,meta:battery_charge_power_watts,meta:color,meta:mounting_preference,meta:mounting_mode,meta:two_post_mountable,meta:usb_compatible,meta:maximum_input_current_per_phase,meta:maximum_short_circuit_withstand_Icw,meta:switching_current_capacity,meta:efficiency_at_full_load,meta:input_frequency,meta:harmonic_distortion,meta:maximum_configurable_power_in_va,meta:max_configurable_power_in_watts,meta:topology,meta:wave_type,meta:full_load_runtime,meta:half_load_runtime,meta:output_frequency_sync_to_mains,meta:acoustic_level,meta:online_thermal_dissipation,meta:emergency_power_off,meta:free_slots,meta:communication_port_support,meta:alarm,meta:surge_energy_rating,meta:filtering,meta:product_line,meta:shipping_weight,meta:shipping_height,meta:shipping_width,meta:shipping_length,meta:upc_code,meta:lead_time,meta:range_of_product,meta:range_compatibility,meta:product_or_component_type,meta:provided_equipment,meta:number_of_input_phases,meta:standards,meta:variant_option,meta:product_certifications,meta:relative_humidity,meta:storage_relative_humidity,meta:ambient_air_temperature_for_storage,meta:ambient_air_temperature_for_operation,meta:storage_altitude,meta:operating_altitude,meta:communication_network_type,meta:authentication,meta:communication_port_protocol,meta:unit_type_of_package_1,meta:carbon_footprint_kg_co2_eq_total_life_cycle,meta:environmental_disclosure,meta:packaging_made_with_recycled_cardboard,meta:packaging_without_single_use_plastic,meta:eu_rohs_directive,meta:removable_battery,meta:weee,meta:take-back,meta:document_name_1,meta:document_1,meta:document_name_2,meta:document_2,meta:document_name_3,meta:document_3,meta:document_name_4,meta:document_4,meta:document_name_5,meta:document_5,meta:document_name_6,meta:document_6,Worker
Project (89): Products Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imran
177,https://www.se.com/us/en/product/SRT10KXLT-IEC,Simple,SRT10KXLT-IEC,"APC Smart-UPS On-Line, 10kVA/10kW, Tower, 208V, 6x C13+4x C19 IEC outlets, Network Card+SmartSlot, Extended runtime, W/O rail kit",1,0,visible,"Replacement battery (3) is available
 
 10kVA/10kW double-conversion on-line pure sine wave tower UPS
 
 Ideal for servers, storage, voice/data networks, medical labs, and light industrial applications
 
 Rack/Tower convertible (rail kit SRTRK2 or SRTRK3 sold separately)
 
 1-Year Secure Network Management Card subscription included
 
 Add up to 10 external battery packs (SRT192BP2) for extended runtime","This APC Smart-UPS is designed for IT professionals or network administrators to maintain business uptime and continuity. This 10kVA on-line tower UPS provides pure sine wave power and extended runtime to support critical electronics during power disruptions. It comes with hard wire 3-wire (2P+E) input, 6x IEC 320 C13 and 4x IEC 320 C19 outlets, and 3x IEC jumper cables. The UPS has an embedded Network Management Card for UPS network-based monitoring and management. The UPS comes with PowerChute Network Shutdown that provides graceful shutdown of physical servers, virtual machines, and HCI clusters. It has an additional SmartSlot for optional accessory card such as Dry Contact I/O card. The UPS can connect to EcoStruxure IT or third-party centralized management platforms. The UPS has a 3-year warranty, and the built-in lead-acid battery has a 2-year warranty. The UPS is compatible with SRTRK2 (4-post) and SRTRK3 (2-post) rail kits sold separately.",,,taxable,,1,,0,0,245.99,28.15,10.35,17.01,1,,,9825,Uninterruptible Power Supply (UPS),,,"https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT10KXLT-IEC-A.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT10KXLT-IEC-B.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT10KXLT-IEC-C.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT10KXLT-IEC-D.jpg,",,,,,,,,,0,,,,,,,,,1,,,,APC Smart-UPS SRT 10000VA 208V IEC,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMART-UPS ON-LINE,279,18.15,39.37,23.62,7.31E+11,Usually in Stock,Smart-UPS On-Line,,Uninterruptible power supply (UPS),"CD with software
 Documentation CD
 Installation guide
 Temperature Probe
 USB cable
 Warranty card
 Web/SNMP Management Card",,,,"ENERGY STAR V2.0 (USA)
 FCC part 15 class A
 UL 1778",0É95 % non-condensing,0É95 % non-condensing,5É113 ¡F,32É104 ¡F,0É50000 ft,0...10000 ft,,,,PCE,22904,Product Environmental Profile,Yes,No,Compliant with Exemptions,User replaceable,he product must be disposed on European Union markets following specific waste collection and never end up in rubbish bins.,Yes,Product Datasheet,https://www.se.com/us/en/product/download-pdf/SRT10KXLT-IEC?filename=Schneider+Electric_SmartUPS-OnLine_SRT10KXLT-IEC.pdf,User guide,https://download.schneider-electric.com/files?p_enDocType=User+guide&p_File_Name=SUO_IM_990-4816G_EN.pdf&p_Doc_Ref=SPD_SCON-9DETDD_EN,Catalog,https://download.schneider-electric.com/files?p_enDocType=Catalog&p_File_Name=998-1257966_202101_GMA-US_B_2022.pdf&p_Doc_Ref=SPD_JPRO-9QHRU2_EN,Environmental Disclosure,https://download.schneider-electric.com/files?p_enDocType=Environmental+Disclosure&p_File_Name=ENVPEP1512017_EN.pdf&p_Doc_Ref=ENVPEP1512017_EN,,,,,Imran
178,https://www.se.com/us/en/product/SRT10KXLTUS,Simple,SRT10KXLTUS,"APC Smart-UPS On-Line, 10kVA/10kW, Rack/Tower, 208V, 4x L6-20R+2x L6-30R NEMA outlets, Network Card+SmartSlot, Extended runtime, W/O rail kit, TAA",1,0,visible,"Replacement battery (1) is available
 
 10kVA/10kW double-conversion on-line pure sine wave rack/tower UPS
 
 Ideal for servers, storage, voice/data networks, medical labs, and light industrial applications
 
 Rack/Tower convertible (rail kit SRTRK2 or SRTRK3 sold separately)
 
 1-Year Secure Network Management Card subscription included
 
 Add up to 10 external battery packs (SRT192BP2) for extended runtime","This APC Smart-UPS is designed for IT professionals or network administrators to maintain business uptime and continuity. This 10kVA on-line rack/tower UPS provides pure sine wave power and extended runtime to support critical electronics during power disruptions. It comes with hard wire 3-wire (2P+E) input, 4x NEMA L6-20R and 2x NEMA L6-30R outlets. The UPS has an embedded Network Management Card for UPS network-based monitoring and management. The UPS comes with PowerChute Network Shutdown that provides graceful shutdown of physical servers, virtual machines, and HCI clusters. It has an additional SmartSlot for optional accessory card such as Dry Contact I/O card. The UPS can connect to EcoStruxure IT or third-party centralized management platforms. The UPS has a 3-year warranty, and the built-in lead-acid battery has a 2-year warranty. The UPS is compatible with SRTRK2 (4-post) and SRTRK3 (2-post) rail kits sold separately.",,,taxable,,1,,0,0,245.99,28.15,10.35,17.01,1,,,10700,Uninterruptible Power Supply (UPS),,,"https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT10KXLTUS-A.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT10KXLTUS-B.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT10KXLTUS-C.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT10KXLTUS-D.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT10KXLTUS-E.jpg",,,,,,,,,0,,,,,,,,,1,,,,APC Smart-UPS SRT 10000VA 208V TAA,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMART-UPS ON-LINE,279,18.15,39.37,23.62,7.31E+11,Usually in Stock,Smart-UPS On-Line,,Uninterruptible power supply (UPS),"CD with software
 Documentation CD
 Installation guide
 Temperature Probe
 USB cable
 Warranty card
 Web/SNMP Management Card",,,,"ENERGY STAR V2.0 (USA)
 FCC part 15 class A
 NOM
 TAA compliance
 UL 1778",0É95 % non-condensing,0É95 % non-condensing,5É113 ¡F,32É104 ¡F,0É50000 ft,0...10000 ft,,,,PCE,22904,Product Environmental Profile,Yes,No,Compliant with Exemptions,User replaceable,,Yes,Product Datasheet,https://www.se.com/us/en/product/download-pdf/SRT10KXLTUS?filename=Schneider+Electric_SmartUPS-OnLine_SRT10KXLTUS.pdf,User guide,https://download.schneider-electric.com/files?p_enDocType=User+guide&p_File_Name=SUO_IM_990-4816G_EN.pdf&p_Doc_Ref=SPD_SCON-9DETDD_EN,Catalog,https://download.schneider-electric.com/files?p_enDocType=Catalog&p_File_Name=JVAN-AXPP5W_R0_EN.pdf&p_Doc_Ref=SPD_JVAN-AXPP5W_EN,Environmental Disclosure,https://download.schneider-electric.com/files?p_enDocType=Environmental+Disclosure&p_File_Name=ENVPEP1512017_EN.pdf&p_Doc_Ref=ENVPEP1512017_EN,,,,,Imran
179,https://www.se.com/us/en/product/SRT48BP,Simple,SRT48BP,APC Smart-UPS SRT 48V 1kVA 1.5kVA Battery Pack,1,0,visible,"Replacement battery (1) is available
 
 Battery pack for Smart-UPS On-line SRT series
 
 Ideal for critical Smart-UPS applications
 
 Predictable and consistent runtime performance
 
 Peace of mind with 2-year UPS warranty
 
 Peace of mind with 2-year battery warranty","This product is part of the Smart-UPS battery systems, providing extended runtime to SRT mission critical applications. This extendable-run battery pack provides extended runtime during prolonged power outages. Embedded monitoring at the cell, module, and cabinet level provides data of battery runtime and health. It is a lead-acid battery with a 2-year warranty. Its dimensions are 536mm (depth) x 432mm (height) x 85mm (width) and weighs 29.9kg. Ideal for Smart-UPS on-line mission critical applications.",,,taxable,,1,,0,0,65.9,21.1,3.35,17.01,1,,,819,Uninterruptible Power Supply (UPS),,,"https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT48BP-A.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT48BP-B.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT48BP-C.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT48BP-D.jpg,",,,,,,,,,0,,,,,,,,,1,,,,APC Smart-UPS SRT 48V 1kVA 1.5kVA Battery Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMART-UPS ON-LINE,88.14,9.65,27.17,23.43,7.31E+11,Usually in Stock,Smart-UPS Battery Systems,,Battery,"Documentation CD
 Installation guide",,,,,0É95 % non-condensing,0É95 % non-condensing,5É113 ¡,32É104 ¡F,0É50000 ft,0...10000 ft,,,,PCE,,Product Environmental Profile,Yes,No,Compliant with Exemptions,User replaceable,,Yes,Product Datasheet,https://www.se.com/us/en/product/download-pdf/SRT48BP?filename=Schneider+Electric_SmartUPS-Battery-Systems_SRT48BP.pdf,User guide,https://download.schneider-electric.com/files?p_enDocType=User+guide&p_File_Name=JGNY-AAY9G9_R1_EN.pdf&p_Doc_Ref=SPD_JGNY-AAY9G9_EN,Catalog,https://download.schneider-electric.com/files?p_enDocType=Catalog&p_File_Name=998-1257966_202101_GMA-US_B_2022.pdf&p_Doc_Ref=SPD_JPRO-9QHRU2_EN,Environmental Disclosure,https://download.schneider-electric.com/files?p_enDocType=Environmental+Disclosure&p_File_Name=ENVPEP1512017_EN.pdf&p_Doc_Ref=ENVPEP1512017_EN,,,,,Imran
180,https://www.se.com/us/en/product/SRT48RMBP,Simple,SRT48RMBP,APC Smart-UPS SRT 48V 1kVA 1.5kVA RM Battery Pack,1,0,visible,Replacement battery (1) is available,,,,taxable,,1,,0,0,65.9,21.1,17.01,3.35,1,,,1050,Uninterruptible Power Supply (UPS),,,"https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT48RMBP-A.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT48RMBP-B.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT48RMBP-C.jpg,",,,,,,,,,0,,,,,,,,,1,,,,APC Smart-UPS SRT 48V 1kVA 1.5kVA RM Battery Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMART-UPS ON-LINE,71.83,9.65,27.17,23.43,7.31E+11,Usually in Stock,Smart-UPS Battery Systems,,Battery,"Documentation CD
 Installation guide
 Rack Mounting brackets
 Warranty card",,,,,0É95 % non-condensing,0É95 % non-condensing,5É113 ¡F,32É104 ¡F,0É50000 ft,0...10000 ft,,,,PCE,,Product Environmental Profile,Yes,No,Compliant with Exemptions,User replaceable,,Yes,Product Datasheet,https://www.se.com/us/en/product/download-pdf/SRT48RMBP?filename=Schneider+Electric_SmartUPS-Battery-Systems_SRT48RMBP.pdf,User guide,https://download.schneider-electric.com/files?p_enDocType=User+guide&p_File_Name=JGNY-AAY9G9_R1_EN.pdf&p_Doc_Ref=SPD_JGNY-AAY9G9_EN,Catalog,https://download.schneider-electric.com/files?p_enDocType=Catalog&p_File_Name=998-1257966_202101_GMA-US_B_2022.pdf&p_Doc_Ref=SPD_JPRO-9QHRU2_EN,Environmental Disclosure,https://download.schneider-electric.com/files?p_enDocType=Environmental+Disclosure&p_File_Name=ENVPEP1512017_EN.pdf&p_Doc_Ref=ENVPEP1512017_EN,,,,,Imran
181,https://www.se.com/us/en/product/SRT72BP,Simple,SRT72BP,APC Smart-UPS On-Line SRT Battery Pack for 2.2kVA Extended runtime model 72V,1,0,visible,"Replacement battery (1) is available
 
 72V SRT Battery pack for 2.2kVA SRT On-Line UPS
 
 Connect up to 10 battery packs for extended runtime
 
 Predictable and consistent runtime performance","This APC Smart-UPS battery pack connected with SRT On-Line UPS, provides extended runtime to SRT mission critical applications. This 72V SRT extendable runtime battery pack is compatible with 2.2kVA SRT Smart-UPS extended runtime models. Embedded monitoring at the cell, module, and cabinet level provides data of battery runtime and health. It is a lead-acid battery with a 2-year warranty.",,,taxable,,1,,0,0,74.7,23.39,3.35,17.01,1,,,819,Uninterruptible Power Supply (UPS),,,"https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT72BP-A.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT72BP-B.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT72BP-C.jpg",,,,,,,,,0,,,,,,,,,1,,,,APC Smart-UPS SRT 72V 2.2kVA Battery Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMART-UPS ON-LINE,85.98,9.65,24.21,33.07,7.31E+11,Usually in Stock,Smart-UPS Battery Systems,,Battery,"Documentation CD
 Installation guide",,,,,0É95 % non-condensing,0É95 % non-condensing,5É113 ¡F,32É104 ¡F,0É50000 ft,0...10000 ft,,,,PCE,173,Product Environmental Profile,Yes,No,Pro-active compliance,User replaceable,,Yes,Product Datasheet,https://www.se.com/us/en/product/download-pdf/SRT72BP?filename=Schneider+Electric_SmartUPS-Battery-Systems_SRT72BP.pdf,User guide,https://download.schneider-electric.com/files?p_enDocType=User+guide&p_File_Name=JGNY-9HJDZP_R4_EN.pdf&p_Doc_Ref=SPD_JGNY-9HJDZP_EN,Catalog,https://download.schneider-electric.com/files?p_enDocType=Catalog&p_File_Name=998-1257966_202101_GMA-US_B_2022.pdf&p_Doc_Ref=SPD_JPRO-9QHRU2_EN,Environmental Disclosure,https://download.schneider-electric.com/files?p_enDocType=Environmental+Disclosure&p_File_Name=ENVPEP1612036_EN.pdf&p_Doc_Ref=ENVPEP1612036_EN,,,,,Imran
182,https://www.se.com/us/en/product/SRT72RMBP,Simple,SRT72RMBP,APC Smart-UPS On-Line SRT Rackmount Battery Pack for 2.2kVA Extended runtime model 72V,1,0,visible,"Replacement battery (1) is available
 
 72V SRT Rackmount Battery pack for 2.2kVA SRT Rackmount On-Line UPS
 
 Connect up to 10 battery packs for extended runtime
 
 Predictable and consistent runtime performance","This APC Smart-UPS battery pack connected with SRT On-Line UPS, provides extended runtime to SRT mission critical applications. This 72V SRT rackmount extendable runtime battery pack is compatible with 2.2kVA SRT rackmount Smart-UPS extended runtime models. Embedded monitoring at the cell, module, and cabinet level provides data of battery runtime and health. It is a lead-acid battery with a 2-year warranty.",,,taxable,,1,,0,0,89.993,23.39,17.01,3.35,1,,,1050,Uninterruptible Power Supply (UPS),,,"https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT72RMBP-A.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT72RMBP-B.jpg",,,,,,,,,0,,,,,,,,,1,,,,APC Smart-UPS SRT 72V 2.2kVA RM Battery Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMART-UPS ON-LINE,89.993,9.41,23.58,32.72,7.31E+11,Usually in Stock,Smart-UPS Battery Systems,,Battery,"Documentation CD
 Installation guide
 Rack Mounting brackets
 Warranty card",,OSHPD,,,0É95 % non-condensing,0É95 % non-condensing,5É113 ¡F,32É104 ¡F,0É50000 ft,0...10000 ft,,,,PCE,,Product Environmental Profile,Yes,No,Pro-active compliance,User replaceable,,Yes,Product Datasheet,https://www.se.com/us/en/product/download-pdf/SRT72RMBP?filename=Schneider+Electric_SmartUPS-Battery-Systems_SRT72RMBP.pdf,User guide,https://download.schneider-electric.com/files?p_enDocType=User+guide&p_File_Name=JGNY-9HJDZP_R4_EN.pdf&p_Doc_Ref=SPD_JGNY-9HJDZP_EN,Catalog,https://download.schneider-electric.com/files?p_enDocType=Catalog&p_File_Name=998-1257966_202101_GMA-US_B_2022.pdf&p_Doc_Ref=SPD_JPRO-9QHRU2_EN,Environmental Disclosure,https://download.schneider-electric.com/files?p_enDocType=Environmental+Disclosure&p_File_Name=ENVPEP1612036_EN.pdf&p_Doc_Ref=ENVPEP1612036_EN,,,,,Imran
183,https://www.se.com/us/en/product/SRT72RMBPUS,Simple,SRT72RMBPUS,APC Smart-UPS SRT 72V 2.2kVA RM Battery Pack TAA,1,0,visible,,,,,taxable,,1,,0,0,74.7,23.39,17.01,3.35,1,,,1125,Uninterruptible Power Supply (UPS),,,"https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT72RMBPUS-A.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT72RMBPUS-B.jpg,",,,,,,,,,0,,,,,,,,,1,,,,APC Smart-UPS SRT 72V 2.2kVA RM Battery Pack TAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMART-UPS ON-LINE,89.99,9.41,32.72,23.58,7.31E+11,Usually in Stock,Smart-UPS Battery Systems,,Battery,"Documentation CD
 Installation guide
 Rack Mounting brackets",,,,,0É95 % non-condensing,0É95 % non-condensing,5É113 ¡F,32É104 ¡F,0É50000 ft,0...10000 ft,,,,PCE,187,Product Environmental Profile,Yes,No,Compliant with Exemptions,User replaceable,,No,Product Datasheet,https://www.se.com/us/en/product/download-pdf/SRT72RMBPUS?filename=Schneider+Electric_SmartUPS-Battery-Systems_SRT72RMBPUS.pdf,Environmental Disclosure,https://download.schneider-electric.com/files?p_enDocType=Environmental+Disclosure&p_File_Name=ENVPEP1612036_EN.pdf&p_Doc_Ref=ENVPEP1612036_EN,,,,,,,,,Imran
184,https://www.se.com/us/en/product/SRT96BP,Simple,SRT96BP,APC Smart-UPS On-Line SRT Battery Pack for 3kVA Extended runtime model 96V,1,0,visible,"Replacement battery (1) is available
 
 96V SRT Rackmount Battery pack for 3kVA SRT On-Line UPS
 
 Connect up to 10 battery packs for extended runtime
 
 Predictable and consistent runtime performance
 
 Graceful unattended shutdown of servers and workstations
 
 Peace of mind with 2-year battery warranty","This APC Smart-UPS battery pack connected with SRT On-Line UPS, provides extended runtime to SRT mission critical applications. This 96V SRT extendable runtime battery pack is compatible with 3kVA SRT Smart-UPS extended runtime models. Embedded monitoring at the cell, module, and cabinet level provides data of battery runtime and health. It is a lead-acid battery with a 2-year warranty. It is a lead-acid battery with a 2-year warranty. Its dimensions are 594mm (depth) x 432mm (height) x 85mm (width) and weighs 40.6kg. Ideal for Smart-UPS on-line mission critical applications.",,,taxable,,1,,0,0,89.5,23.39,3.35,17.01,1,,,1350,Uninterruptible Power Supply (UPS),,,"https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT96BP-A.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT96BP-B.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT96BP-C.jpg",,,,,,,,,0,,,,,,,,,1,,,,APC Smart-UPS SRT 96V 3kVA Battery Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMART-UPS ON-LINE,98.106,9.41,23.58,32.72,7.31E+11,Usually in Stock,Smart-UPS Battery Systems,,Battery,"Documentation CD
 User Manual
 Warranty card",,,,,0É95 % non-condensing,0É95 % non-condensing,5É113 ¡F,32É104 ¡F,0É50000 f,0...10000 ft,,,,PCE,204,Product Environmental Profile,Yes,No,Pro-active compliance,User replaceable,,Yes,Product Datasheet,https://www.se.com/us/en/product/download-pdf/SRT96BP?filename=Schneider+Electric_SmartUPS-Battery-Systems_SRT96BP.pdf,User guide,https://download.schneider-electric.com/files?p_enDocType=User+guide&p_File_Name=JGNY-9HJDZP_R4_EN.pdf&p_Doc_Ref=SPD_JGNY-9HJDZP_EN,Catalog,https://download.schneider-electric.com/files?p_enDocType=Catalog&p_File_Name=998-1257966_202101_GMA-US_B_2022.pdf&p_Doc_Ref=SPD_JPRO-9QHRU2_EN,Environmental Disclosure,https://download.schneider-electric.com/files?p_enDocType=Environmental+Disclosure&p_File_Name=ENVPEP1612036_EN.pdf&p_Doc_Ref=ENVPEP1612036_EN,,,,,Imran
185,https://www.se.com/us/en/product/SRT96RMBP,Simple,SRT96RMBP,APC Smart-UPS SRT 96V 3kVA RM Battery Pack,1,0,visible,"Replacement battery (1) is available
 
 Battery pack for Smart-UPS On-line SRT series
 
 Ideal for critical Smart-UPS applications
 
 Predictable and consistent runtime performance
 
 Graceful unattended shutdown of servers and workstations
 
 Peace of mind with 2-year battery warranty","This product is part of the Smart-UPS battery systems, providing extended runtime to SRT mission critical applications. This extendable-run battery pack provides extended runtime during prolonged power outages. Embedded monitoring at the cell, module, and cabinet level provides data of battery runtime and health. It is a lead-acid battery with a 2-year warranty. Its dimensions are 594mm (depth) x 432mm (height) x 85mm (width) and weighs 40.6kg. Ideal for Smart-UPS on-line mission critical applications. It conforms to OSHPD.",,,taxable,,1,,0,0,98.106,23.39,17.01,3.35,1,,,1550,Uninterruptible Power Supply (UPS),,,"https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT96RMBP-A.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT96RMBP-B.jpg, https://thepropagandastudio.com/clients/questyme/wp-content/uploads/2025/02/SRT96RMBP-C.jpg",,,,,,,,,0,,,,,,,,,1,,,,APC Smart-UPS SRT 96V 3kVA RM Battery Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMART-UPS ON-LINE,98.106,9.41,23.58,32.72,7.31E+11,Usually in Stock,Smart-UPS Battery Systems,,Battery,"Rack Mounting brackets
 User Manual
 Warranty card",,OSHPD,,,0É95 % non-condensing,0É95 % non-condensing,5É113 ¡F,32É104 ¡F,0É50000 ft,0...10000 ft,,,,PCE,204,Product Environmental Profile,Yes,No,Pro-active compliance,User replaceable,,Yes,Product Datasheet,https://www.se.com/us/en/product/download-pdf/SRT96RMBP?filename=Schneider+Electric_SmartUPS-Battery-Systems_SRT96RMBP.pdf,User guide,https://download.schneider-electric.com/files?p_enDocType=User+guide&p_File_Name=JGNY-9HJDZP_R4_EN.pdf&p_Doc_Ref=SPD_JGNY-9HJDZP_EN,Catalog,https://download.schneider-electric.com/files?p_enDocType=Catalog&p_File_Name=998-1257966_202101_GMA-US_B_2022.pdf&p_Doc_Ref=SPD_JPRO-9QHRU2_EN,Environmental Disclosure,https://download.schneider-electric.com/files?p_enDocType=Environmental+Disclosure&p_File_Name=ENVPEP1612036_EN.pdf&p_Doc_Ref=ENVPEP1612036_EN,,,,,Imran
